Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
ATL,40,2015-01-16,Away,TOR,W,110,89,42,69,0.609,12,23,0.522,14,16,0.875,4,32,30,7,6,17,17,35,82,0.427,6,25,0.24,13,17,0.765,12,35,20,7,3,17,16
ATL,41,2015-01-17,Away,CHI,W,107,99,40,84,0.476,11,26,0.423,16,21,0.762,9,40,31,10,7,9,19,37,80,0.463,9,26,0.346,16,20,0.8,7,43,25,5,5,13,21
ATL,42,2015-01-19,Home,DET,W,93,82,37,84,0.44,9,30,0.3,10,14,0.714,5,42,31,8,1,10,19,29,82,0.354,9,35,0.257,15,26,0.577,20,61,17,6,2,18,17
ATL,43,2015-01-21,Home,IND,W,110,91,39,78,0.5,13,29,0.448,19,26,0.731,9,43,30,12,3,16,23,31,78,0.397,5,25,0.2,24,26,0.923,10,42,22,7,2,18,21
ATL,44,2015-01-23,Home,OKC,W,103,93,40,83,0.482,10,25,0.4,13,13,1,10,47,27,6,5,16,13,36,87,0.414,10,26,0.385,11,18,0.611,9,36,23,11,7,11,16
ATL,45,2015-01-25,Home,MIN,W,112,100,45,80,0.563,10,28,0.357,12,18,0.667,8,29,30,8,5,10,20,37,71,0.521,6,16,0.375,20,25,0.8,11,37,24,4,2,13,18
ATL,46,2015-01-28,Home,BRK,W,113,102,38,82,0.463,12,33,0.364,25,26,0.962,12,45,29,4,4,11,18,39,87,0.448,9,24,0.375,15,18,0.833,9,35,26,6,5,8,20
ATL,47,2015-01-30,Home,POR,W,105,99,40,84,0.476,11,23,0.478,14,22,0.636,7,42,26,12,4,13,17,39,87,0.448,11,30,0.367,10,11,0.909,9,46,25,7,3,17,20
ATL,48,2015-01-31,Home,PHI,W,91,85,34,78,0.436,10,28,0.357,13,18,0.722,8,44,20,6,5,12,16,31,81,0.383,14,35,0.4,9,15,0.6,10,44,21,7,4,14,26
ATL,49,2015-02-02,Away,NOP,L,100,115,40,89,0.449,7,22,0.318,13,17,0.765,9,32,19,6,3,6,15,43,86,0.5,9,23,0.391,20,23,0.87,17,52,30,5,10,13,15
ATL,50,2015-02-04,Home,WAS,W,105,96,38,80,0.475,11,25,0.44,18,27,0.667,9,46,24,7,2,14,22,34,77,0.442,4,16,0.25,24,30,0.8,5,41,19,7,2,12,24
ATL,51,2015-02-06,Home,GSW,W,124,116,38,77,0.494,15,27,0.556,33,37,0.892,4,38,28,13,4,13,19,47,103,0.456,12,33,0.364,10,15,0.667,19,51,31,7,7,14,24
ATL,52,2015-02-08,Away,MEM,L,88,94,33,80,0.413,12,30,0.4,10,11,0.909,3,37,17,6,5,14,16,36,92,0.391,3,13,0.231,19,21,0.905,17,55,18,8,4,11,12
ATL,53,2015-02-09,Away,MIN,W,117,105,44,86,0.512,10,21,0.476,19,20,0.95,10,36,26,14,6,10,21,42,93,0.452,5,16,0.313,16,22,0.727,23,50,24,6,8,16,19
ATL,54,2015-02-11,Away,BOS,L,88,89,33,78,0.423,7,29,0.241,15,23,0.652,5,44,23,6,5,12,17,30,93,0.323,10,31,0.323,19,20,0.95,16,56,21,7,4,10,23
ATL,55,2015-02-20,Home,TOR,L,80,105,29,88,0.33,8,38,0.211,14,21,0.667,17,52,19,6,8,22,10,43,96,0.448,13,30,0.433,6,8,0.75,15,52,27,15,9,13,20
ATL,56,2015-02-22,Away,MIL,W,97,86,35,87,0.402,9,30,0.3,18,21,0.857,16,43,23,10,7,20,17,32,72,0.444,4,16,0.25,18,18,1,8,38,19,10,7,24,24
ATL,57,2015-02-25,Home,DAL,W,104,87,39,85,0.459,13,35,0.371,13,16,0.813,10,41,28,7,2,11,18,34,80,0.425,5,31,0.161,14,18,0.778,13,44,20,0,3,15,18
ATL,58,2015-02-27,Home,ORL,W,95,88,36,81,0.444,14,31,0.452,9,12,0.75,11,42,27,11,5,18,12,36,80,0.45,9,26,0.346,7,13,0.538,10,40,22,10,7,17,17
ATL,59,2015-02-28,Away,MIA,W,93,91,34,79,0.43,10,25,0.4,15,20,0.75,8,37,23,12,5,18,19,32,81,0.395,7,26,0.269,20,21,0.952,14,47,17,12,3,23,16
ATL,60,2015-03-03,Home,HOU,W,104,96,39,86,0.453,8,29,0.276,18,21,0.857,9,49,23,3,6,15,13,39,90,0.433,14,41,0.341,4,9,0.444,8,41,30,6,6,12,21
ATL,61,2015-03-06,Home,CLE,W,106,97,43,84,0.512,6,21,0.286,14,17,0.824,11,38,27,10,4,12,22,29,69,0.42,13,38,0.342,26,33,0.788,10,37,18,7,6,17,14
ATL,62,2015-03-07,Away,PHI,L,84,92,30,77,0.39,11,25,0.44,13,16,0.813,5,42,20,8,9,19,14,35,95,0.368,13,37,0.351,9,17,0.529,17,55,24,14,3,16,12
ATL,63,2015-03-09,Home,SAC,W,130,105,53,88,0.602,20,36,0.556,4,7,0.571,10,33,42,8,6,13,18,39,81,0.481,8,20,0.4,19,20,0.95,16,40,21,10,2,16,12
ATL,64,2015-03-11,Away,DEN,L,102,115,34,81,0.42,9,27,0.333,25,27,0.926,8,32,18,11,3,17,18,42,84,0.5,13,31,0.419,18,20,0.9,11,44,28,8,9,19,20
ATL,65,2015-03-13,Away,PHO,W,96,87,39,83,0.47,8,18,0.444,10,12,0.833,7,38,22,11,6,11,20,32,78,0.41,10,26,0.385,13,21,0.619,11,45,19,7,6,18,14
ATL,66,2015-03-15,Away,LAL,W,91,86,34,76,0.447,5,23,0.217,18,27,0.667,7,34,25,9,6,10,14,34,85,0.4,7,18,0.389,11,15,0.733,19,54,21,6,4,21,22
ATL,67,2015-03-16,Away,SAC,W,110,103,38,84,0.452,12,31,0.387,22,30,0.733,9,39,25,11,5,12,24,38,81,0.469,7,20,0.35,20,25,0.8,9,45,23,7,5,20,29
ATL,68,2015-03-18,Away,GSW,L,95,114,31,87,0.356,8,22,0.364,25,30,0.833,15,44,24,14,4,15,20,44,84,0.524,14,30,0.467,12,20,0.6,10,44,39,8,7,18,23
ATL,69,2015-03-20,Away,OKC,L,115,123,41,82,0.5,13,29,0.448,20,25,0.8,7,34,20,9,4,11,16,43,84,0.512,13,30,0.433,24,26,0.923,10,44,26,6,6,12,19
ATL,70,2015-03-22,Home,SAS,L,95,114,38,80,0.475,12,24,0.5,7,7,1,6,29,25,13,2,18,15,46,82,0.561,7,17,0.412,15,17,0.882,10,43,30,8,4,16,14
ATL,71,2015-03-25,Away,ORL,W,95,83,39,90,0.433,10,31,0.323,7,10,0.7,12,45,21,9,8,13,17,32,78,0.41,3,16,0.188,16,20,0.8,10,42,19,7,3,17,14
ATL,72,2015-03-27,Home,MIA,W,99,86,37,72,0.514,6,18,0.333,19,24,0.792,5,38,31,12,4,16,13,32,82,0.39,11,35,0.314,11,15,0.733,11,41,20,9,6,18,20
ATL,73,2015-03-28,Away,CHO,L,100,115,37,86,0.43,15,30,0.5,11,14,0.786,7,36,32,6,4,10,17,42,80,0.525,12,26,0.462,19,22,0.864,7,42,28,4,6,8,16
ATL,74,2015-03-30,Home,MIL,W,101,88,36,79,0.456,9,29,0.31,20,24,0.833,12,42,29,5,4,11,20,34,75,0.453,4,17,0.235,16,23,0.696,13,39,26,4,2,11,22
ATL,75,2015-03-31,Away,DET,L,95,105,40,84,0.476,8,25,0.32,7,10,0.7,12,43,25,8,0,17,14,41,83,0.494,11,29,0.379,12,17,0.706,9,38,26,11,6,11,14
ATL,76,2015-04-04,Home,BRK,W,131,99,49,82,0.598,17,33,0.515,16,19,0.842,7,34,40,15,4,12,16,39,80,0.488,10,23,0.435,11,17,0.647,12,39,22,7,2,21,15
ATL,77,2015-04-07,Home,PHO,W,96,69,41,83,0.494,4,25,0.16,10,14,0.714,8,54,21,9,4,15,17,26,83,0.313,4,20,0.2,13,18,0.722,9,37,16,5,6,15,9
ATL,78,2015-04-08,Away,BRK,W,114,111,43,86,0.5,11,28,0.393,17,25,0.68,10,40,35,11,4,11,18,41,87,0.471,7,26,0.269,22,25,0.88,14,47,27,7,4,12,20
ATL,79,2015-04-10,Home,CHO,W,104,80,41,82,0.5,10,28,0.357,12,16,0.75,9,44,31,10,4,13,18,30,83,0.361,8,30,0.267,12,18,0.667,12,46,21,8,3,13,15
ATL,80,2015-04-12,Away,WAS,L,99,108,36,87,0.414,9,29,0.31,18,24,0.75,7,38,24,10,2,11,22,39,85,0.459,9,21,0.429,21,27,0.778,14,51,22,8,6,19,19
ATL,81,2015-04-13,Home,NYK,L,108,112,39,88,0.443,11,32,0.344,19,23,0.826,12,37,27,10,3,8,17,43,77,0.558,13,25,0.52,13,19,0.684,9,39,33,7,7,17,19
ATL,82,2015-04-15,Away,CHI,L,85,91,36,92,0.391,8,29,0.276,5,7,0.714,10,42,15,10,10,15,19,31,77,0.403,7,24,0.292,22,26,0.846,7,50,14,11,9,21,12
BOS,1,2014-10-29,Home,BRK,W,121,105,49,88,0.557,8,22,0.364,15,23,0.652,9,35,28,11,5,12,25,39,80,0.488,7,19,0.368,20,26,0.769,9,39,20,6,7,20,21
BOS,2,2014-11-01,Away,HOU,L,90,104,37,98,0.378,1,25,0.04,15,18,0.833,14,44,20,10,8,10,26,32,76,0.421,12,34,0.353,28,40,0.7,10,49,20,9,8,17,24
BOS,3,2014-11-03,Away,DAL,L,113,118,45,102,0.441,11,31,0.355,12,16,0.75,22,49,29,9,6,17,21,44,82,0.537,14,25,0.56,16,20,0.8,7,36,24,5,9,17,17
BOS,4,2014-11-05,Home,TOR,L,107,110,40,78,0.513,10,26,0.385,17,18,0.944,17,55,22,5,3,27,25,42,87,0.483,7,16,0.438,19,23,0.826,6,24,18,11,4,7,18
BOS,5,2014-11-07,Home,IND,W,101,98,39,85,0.459,9,27,0.333,14,16,0.875,9,38,26,6,3,12,19,40,88,0.455,5,19,0.263,13,13,1,14,42,18,2,6,13,17
BOS,6,2014-11-08,Away,CHI,W,106,101,42,81,0.519,7,19,0.368,15,20,0.75,7,45,25,6,3,12,17,42,92,0.457,8,18,0.444,9,15,0.6,11,38,26,5,2,8,16
BOS,7,2014-11-12,Home,OKC,L,94,109,37,83,0.446,9,33,0.273,11,13,0.846,7,35,28,5,3,8,20,40,82,0.488,10,24,0.417,19,22,0.864,8,41,23,1,3,8,13
BOS,8,2014-11-14,Home,CLE,L,121,122,48,88,0.545,6,20,0.3,19,23,0.826,8,39,32,7,1,14,26,43,85,0.506,8,23,0.348,28,37,0.757,8,40,22,5,5,11,21
BOS,9,2014-11-17,Home,PHO,L,114,118,45,87,0.517,4,10,0.4,20,31,0.645,11,44,28,10,4,18,19,48,93,0.516,9,21,0.429,13,16,0.813,8,40,30,11,2,18,23
BOS,10,2014-11-19,Away,PHI,W,101,90,41,83,0.494,6,20,0.3,13,21,0.619,7,44,32,11,4,15,19,34,86,0.395,7,21,0.333,15,21,0.714,9,44,22,10,2,15,20
BOS,11,2014-11-21,Away,MEM,L,100,117,38,88,0.432,9,27,0.333,15,21,0.714,9,38,22,7,7,12,14,48,91,0.527,8,16,0.5,13,14,0.929,9,50,31,4,4,14,16
BOS,12,2014-11-23,Home,POR,L,88,94,37,95,0.389,5,23,0.217,9,12,0.75,12,46,17,12,1,8,15,37,86,0.43,7,19,0.368,13,15,0.867,10,55,20,7,3,16,13
BOS,13,2014-11-28,Home,CHI,L,102,109,37,92,0.402,6,22,0.273,22,29,0.759,12,42,20,7,2,13,30,37,90,0.411,5,17,0.294,30,37,0.811,18,52,18,5,13,13,21
BOS,14,2014-11-30,Home,SAS,L,89,111,36,87,0.414,6,18,0.333,11,15,0.733,12,42,21,5,5,15,21,41,85,0.482,11,26,0.423,18,20,0.9,10,45,25,9,5,14,11
BOS,15,2014-12-02,Away,ATL,L,105,109,41,84,0.488,12,23,0.522,11,13,0.846,9,42,33,10,3,21,20,43,82,0.524,11,24,0.458,12,14,0.857,4,31,36,8,8,16,14
BOS,16,2014-12-03,Home,DET,W,109,102,37,93,0.398,13,30,0.433,22,27,0.815,8,49,28,8,6,12,21,37,102,0.363,8,27,0.296,20,29,0.69,16,55,20,7,7,11,23
BOS,17,2014-12-05,Home,LAL,W,113,96,46,90,0.511,8,20,0.4,13,22,0.591,10,54,29,6,2,16,19,38,92,0.413,6,16,0.375,14,19,0.737,7,38,14,2,4,12,18
BOS,18,2014-12-07,Home,WAS,W,101,93,36,88,0.409,8,17,0.471,21,26,0.808,9,49,20,10,7,15,21,34,93,0.366,11,27,0.407,14,21,0.667,16,52,21,5,8,19,20
BOS,19,2014-12-08,Away,WAS,L,132,133,47,102,0.461,9,22,0.409,29,32,0.906,14,46,27,17,4,17,30,49,94,0.521,7,16,0.438,28,34,0.824,11,49,32,10,3,23,26
BOS,20,2014-12-10,Away,CHO,L,87,96,38,87,0.437,5,23,0.217,6,10,0.6,6,45,26,3,1,14,27,35,84,0.417,3,14,0.214,23,29,0.793,7,44,18,5,3,10,14
BOS,21,2014-12-12,Home,NYK,L,95,101,37,85,0.435,7,22,0.318,14,18,0.778,12,41,28,3,3,17,18,40,81,0.494,6,16,0.375,15,18,0.833,11,40,26,13,5,13,20
BOS,22,2014-12-15,Away,PHI,W,105,87,38,86,0.442,6,25,0.24,23,35,0.657,16,52,26,15,5,22,23,33,93,0.355,4,28,0.143,17,21,0.81,16,48,19,11,9,22,28
BOS,23,2014-12-17,Home,ORL,W,109,92,44,80,0.55,7,19,0.368,14,18,0.778,7,42,25,9,8,14,16,37,85,0.435,5,19,0.263,13,15,0.867,10,36,17,8,1,12,16
BOS,24,2014-12-19,Home,MIN,W,114,98,48,85,0.565,8,23,0.348,10,14,0.714,12,43,29,9,6,13,20,42,93,0.452,6,12,0.5,8,16,0.5,15,37,23,8,5,13,13
BOS,25,2014-12-21,Away,MIA,L,84,100,33,83,0.398,6,23,0.261,12,15,0.8,14,42,22,6,4,15,18,37,78,0.474,6,21,0.286,20,26,0.769,6,38,18,9,3,8,14
BOS,26,2014-12-23,Away,ORL,L,95,100,33,85,0.388,7,23,0.304,22,29,0.759,9,45,22,10,4,12,21,39,83,0.47,7,18,0.389,15,23,0.652,7,45,23,7,4,14,21
BOS,27,2014-12-26,Home,BRK,L,107,109,45,87,0.517,9,24,0.375,8,11,0.727,5,37,32,8,3,14,23,41,83,0.494,7,21,0.333,20,28,0.714,13,43,19,9,3,15,10
BOS,28,2014-12-27,Away,WAS,L,88,101,32,79,0.405,6,24,0.25,18,24,0.75,8,36,17,10,2,18,15,45,90,0.5,5,13,0.385,6,10,0.6,9,48,28,11,4,18,24
BOS,29,2014-12-31,Home,SAC,W,106,84,44,94,0.468,5,21,0.238,13,15,0.867,9,49,32,9,7,11,23,32,87,0.368,2,15,0.133,18,28,0.643,11,46,12,9,5,16,17
BOS,30,2015-01-02,Home,DAL,L,101,119,38,89,0.427,12,34,0.353,13,19,0.684,9,38,22,6,2,12,21,45,96,0.469,13,27,0.481,16,17,0.941,16,52,24,8,1,11,21
BOS,31,2015-01-03,Away,CHI,L,104,109,45,100,0.45,5,17,0.294,9,11,0.818,10,45,26,9,6,20,28,37,100,0.37,6,28,0.214,29,40,0.725,24,59,19,10,9,16,14
BOS,32,2015-01-05,Home,CHO,L,95,104,36,91,0.396,7,18,0.389,16,23,0.696,10,33,22,8,7,6,23,38,78,0.487,6,19,0.316,22,23,0.957,12,48,22,2,10,15,22
BOS,33,2015-01-07,Away,BRK,W,89,81,35,88,0.398,5,18,0.278,14,17,0.824,11,41,22,8,2,6,26,30,74,0.405,3,14,0.214,18,26,0.692,11,50,18,3,6,17,18
BOS,34,2015-01-09,Away,IND,L,103,107,41,103,0.398,10,34,0.294,11,16,0.688,13,50,25,10,7,10,27,34,92,0.37,9,23,0.391,30,34,0.882,16,56,21,5,9,16,18
BOS,35,2015-01-10,Away,TOR,L,96,109,39,83,0.47,6,18,0.333,12,20,0.6,9,43,23,7,3,18,21,41,91,0.451,13,30,0.433,14,19,0.737,15,48,23,8,10,13,20
BOS,36,2015-01-12,Home,NOP,W,108,100,37,88,0.42,8,24,0.333,26,31,0.839,17,44,24,8,5,11,23,31,75,0.413,6,15,0.4,32,37,0.865,16,45,20,7,6,18,23
BOS,37,2015-01-14,Home,ATL,L,91,105,34,83,0.41,11,33,0.333,12,14,0.857,13,40,22,5,2,16,23,36,73,0.493,10,29,0.345,23,27,0.852,6,35,23,13,7,12,12
BOS,38,2015-01-16,Home,CHI,L,103,119,42,85,0.494,5,16,0.313,14,16,0.875,11,45,29,5,4,13,16,48,89,0.539,13,25,0.52,10,12,0.833,8,36,28,12,6,7,14
BOS,39,2015-01-19,Away,LAC,L,93,102,33,84,0.393,12,29,0.414,15,21,0.714,12,43,24,6,2,13,14,39,82,0.476,9,21,0.429,15,19,0.789,10,44,27,6,10,11,14
BOS,40,2015-01-22,Away,POR,W,90,89,39,87,0.448,7,19,0.368,5,7,0.714,10,47,23,8,5,16,19,33,89,0.371,9,28,0.321,14,19,0.737,13,45,16,8,6,10,13
BOS,41,2015-01-23,Away,DEN,W,100,99,37,75,0.493,9,21,0.429,17,27,0.63,8,41,20,8,6,14,24,37,89,0.416,6,21,0.286,19,26,0.731,17,48,20,8,2,12,19
BOS,42,2015-01-25,Away,GSW,L,111,114,41,95,0.432,10,28,0.357,19,27,0.704,13,48,23,5,3,14,21,42,89,0.472,8,23,0.348,22,25,0.88,9,47,29,9,3,13,20
BOS,43,2015-01-26,Away,UTA,W,99,90,35,74,0.473,8,19,0.421,21,23,0.913,5,37,18,8,3,14,15,35,82,0.427,9,24,0.375,11,19,0.579,10,39,18,9,10,14,23
BOS,44,2015-01-28,Away,MIN,L,98,110,42,91,0.462,7,23,0.304,7,9,0.778,9,39,22,9,4,13,22,38,77,0.494,6,16,0.375,28,32,0.875,6,45,18,6,4,11,11
BOS,45,2015-01-30,Home,HOU,L,87,93,32,90,0.356,7,24,0.292,16,23,0.696,14,48,14,8,5,11,23,35,84,0.417,8,30,0.267,15,20,0.75,12,50,22,6,4,16,18
