Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
MIL,27,2016-12-21,Away,CLE,L,102,113,36,77,0.468,9,22,0.409,21,29,0.724,6,39,24,7,8,8,21,43,87,0.494,15,27,0.556,12,19,0.632,9,42,30,3,7,11,20
MIL,28,2016-12-23,Home,WAS,W,123,96,45,80,0.563,9,25,0.36,24,27,0.889,8,41,29,8,6,11,16,37,79,0.468,7,24,0.292,15,18,0.833,5,30,24,2,2,14,21
MIL,29,2016-12-26,Away,WAS,L,102,107,40,87,0.46,6,20,0.3,16,23,0.696,12,42,27,8,2,13,19,40,79,0.506,12,29,0.414,15,20,0.75,7,40,29,7,6,16,16
MIL,30,2016-12-28,Away,DET,W,119,94,48,84,0.571,11,22,0.5,12,16,0.75,3,38,36,8,5,7,14,39,88,0.443,6,24,0.25,10,16,0.625,11,44,28,4,1,10,12
MIL,31,2016-12-30,Away,MIN,L,99,116,40,74,0.541,8,18,0.444,11,17,0.647,7,29,22,4,4,14,19,43,77,0.558,13,25,0.52,17,21,0.81,8,34,30,8,5,11,17
MIL,32,2016-12-31,Away,CHI,W,116,96,43,76,0.566,9,15,0.6,21,27,0.778,8,42,29,7,8,12,19,33,83,0.398,10,27,0.37,20,28,0.714,14,37,23,9,5,11,21
MIL,33,2017-01-02,Home,OKC,W,98,94,38,79,0.481,7,19,0.368,15,24,0.625,7,39,21,4,4,10,17,36,78,0.462,9,27,0.333,13,19,0.684,8,40,20,7,5,10,20
MIL,34,2017-01-04,Away,NYK,W,105,104,37,78,0.474,9,28,0.321,22,31,0.71,7,42,20,7,5,13,15,42,94,0.447,13,28,0.464,7,12,0.583,15,46,26,9,3,13,19
MIL,35,2017-01-06,Home,NYK,L,111,116,39,78,0.5,12,22,0.545,21,28,0.75,6,35,24,9,11,14,19,41,83,0.494,13,23,0.565,21,27,0.778,11,40,29,5,6,14,21
MIL,36,2017-01-08,Home,WAS,L,101,107,37,80,0.463,9,23,0.391,18,20,0.9,5,32,25,14,3,16,20,41,84,0.488,10,32,0.313,15,18,0.833,13,49,23,10,4,19,22
MIL,37,2017-01-10,Away,SAS,W,109,107,44,84,0.524,10,19,0.526,11,13,0.846,11,38,32,8,6,12,18,42,88,0.477,12,30,0.4,11,14,0.786,13,41,22,5,7,14,10
MIL,38,2017-01-13,Home,MIA,W,116,108,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21
MIL,39,2017-01-15,Away,ATL,L,98,111,39,79,0.494,6,19,0.316,14,18,0.778,13,36,25,11,4,16,25,42,80,0.525,13,26,0.5,14,18,0.778,14,37,29,9,4,19,20
MIL,40,2017-01-16,Home,PHI,L,104,113,42,89,0.472,5,14,0.357,15,22,0.682,10,38,23,8,5,12,23,35,78,0.449,14,37,0.378,29,36,0.806,13,51,25,8,9,18,23
MIL,41,2017-01-18,Away,HOU,L,92,111,37,93,0.398,7,28,0.25,11,14,0.786,15,50,26,8,8,18,14,43,95,0.453,14,44,0.318,11,15,0.733,13,46,25,9,12,10,17
MIL,42,2017-01-20,Away,ORL,L,96,112,34,83,0.41,10,25,0.4,18,26,0.692,10,40,21,6,3,12,25,40,87,0.46,8,28,0.286,24,31,0.774,14,53,25,9,6,9,24
MIL,43,2017-01-21,Away,MIA,L,97,109,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24
MIL,44,2017-01-23,Home,HOU,W,127,114,47,80,0.588,11,23,0.478,22,27,0.815,7,37,31,17,6,19,20,39,77,0.506,14,35,0.4,22,28,0.786,5,28,26,11,4,21,22
MIL,45,2017-01-25,Home,PHI,L,109,114,42,91,0.462,7,28,0.25,18,23,0.783,15,37,26,11,4,19,22,40,75,0.533,12,26,0.462,22,25,0.88,9,43,32,9,4,21,21
MIL,46,2017-01-27,Away,TOR,L,86,102,31,80,0.388,7,23,0.304,17,24,0.708,12,43,19,6,7,19,22,37,84,0.44,10,25,0.4,18,23,0.783,12,47,20,9,10,14,19
MIL,47,2017-01-28,Home,BOS,L,108,112,37,87,0.425,9,21,0.429,25,32,0.781,9,47,23,6,6,15,25,37,89,0.416,14,41,0.341,24,30,0.8,9,44,26,6,7,13,23
MIL,48,2017-02-01,Away,UTA,L,88,104,32,73,0.438,9,23,0.391,15,25,0.6,9,39,19,10,7,17,21,36,78,0.462,11,29,0.379,21,27,0.778,11,46,22,11,2,15,23
MIL,49,2017-02-03,Away,DEN,L,117,121,45,83,0.542,9,24,0.375,18,23,0.783,6,38,26,9,13,18,26,40,89,0.449,9,28,0.321,32,44,0.727,18,48,31,8,5,14,13
MIL,50,2017-02-04,Away,PHO,W,137,112,52,82,0.634,7,17,0.412,26,35,0.743,9,44,29,9,11,16,25,38,91,0.418,11,28,0.393,25,30,0.833,14,40,22,9,3,16,28
MIL,51,2017-02-08,Home,MIA,L,88,106,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21
MIL,52,2017-02-10,Home,LAL,L,114,122,40,76,0.526,8,28,0.286,26,31,0.839,4,34,27,11,5,20,29,39,75,0.52,15,31,0.484,29,35,0.829,6,33,25,9,3,17,24
MIL,53,2017-02-11,Away,IND,W,116,100,35,73,0.479,17,31,0.548,29,37,0.784,8,37,28,7,6,6,18,35,73,0.479,10,22,0.455,20,24,0.833,8,36,19,2,6,14,25
MIL,54,2017-02-13,Home,DET,W,102,89,40,79,0.506,6,21,0.286,16,16,1,5,33,26,9,2,11,17,34,78,0.436,7,21,0.333,14,19,0.737,12,44,17,4,1,17,18
MIL,55,2017-02-15,Away,BRK,W,129,125,50,88,0.568,7,15,0.467,22,32,0.688,7,39,27,16,3,10,19,46,88,0.523,14,36,0.389,19,23,0.826,9,42,30,7,8,17,21
MIL,56,2017-02-24,Home,UTA,L,95,109,32,74,0.432,7,18,0.389,24,29,0.828,10,35,15,5,1,15,27,37,74,0.5,8,23,0.348,27,30,0.9,9,41,23,8,5,14,26
MIL,57,2017-02-26,Home,PHO,W,100,96,39,76,0.513,6,20,0.3,16,18,0.889,6,33,26,10,6,19,21,40,83,0.482,5,14,0.357,11,16,0.688,12,42,26,12,5,20,22
MIL,58,2017-02-27,Away,CLE,L,95,102,37,83,0.446,11,30,0.367,10,16,0.625,5,33,27,3,5,8,23,35,70,0.5,10,28,0.357,22,26,0.846,4,45,20,4,2,16,11
MIL,59,2017-03-01,Home,DEN,L,98,110,38,83,0.458,9,18,0.5,13,15,0.867,10,34,26,8,5,13,19,41,84,0.488,10,33,0.303,18,20,0.9,14,45,21,8,2,14,15
MIL,60,2017-03-03,Home,LAC,W,112,101,44,80,0.55,10,25,0.4,14,15,0.933,3,25,35,11,4,10,27,36,64,0.563,8,19,0.421,21,36,0.583,7,38,23,4,1,23,18
MIL,61,2017-03-04,Home,TOR,W,101,94,38,87,0.437,6,27,0.222,19,23,0.826,9,42,16,3,4,6,18,35,75,0.467,7,21,0.333,17,20,0.85,3,36,20,2,4,11,23
MIL,62,2017-03-06,Away,PHI,W,112,98,41,83,0.494,14,33,0.424,16,20,0.8,9,41,28,7,7,12,16,39,89,0.438,8,30,0.267,12,19,0.632,14,42,30,5,3,12,20
MIL,63,2017-03-08,Home,NYK,W,104,93,37,86,0.43,8,26,0.308,22,28,0.786,12,46,26,9,4,8,13,39,84,0.464,7,21,0.333,8,12,0.667,10,43,22,4,6,15,20
MIL,64,2017-03-10,Home,IND,W,99,85,33,64,0.516,7,17,0.412,26,30,0.867,5,34,17,13,6,20,21,33,75,0.44,2,18,0.111,17,22,0.773,8,36,15,14,3,18,24
MIL,65,2017-03-11,Home,MIN,W,102,95,37,80,0.463,8,20,0.4,20,23,0.87,11,40,19,5,6,9,23,37,81,0.457,5,13,0.385,16,21,0.762,11,38,21,4,4,12,22
MIL,66,2017-03-13,Away,MEM,L,93,113,31,67,0.463,14,26,0.538,17,20,0.85,8,32,21,6,5,16,21,41,79,0.519,14,27,0.519,17,23,0.739,11,37,30,11,0,12,20
MIL,67,2017-03-15,Away,LAC,W,97,96,34,76,0.447,10,29,0.345,19,25,0.76,4,36,22,8,2,11,25,35,75,0.467,5,24,0.208,21,29,0.724,6,42,23,3,4,15,20
MIL,68,2017-03-17,Away,LAL,W,107,103,40,82,0.488,4,24,0.167,23,30,0.767,10,43,22,7,9,14,25,38,84,0.452,11,29,0.379,16,26,0.615,11,40,24,7,4,14,20
MIL,69,2017-03-18,Away,GSW,L,92,117,36,89,0.404,9,27,0.333,11,14,0.786,12,35,19,8,7,11,17,45,75,0.6,12,23,0.522,15,19,0.789,6,44,30,5,6,12,16
MIL,70,2017-03-21,Away,POR,W,93,90,38,90,0.422,7,16,0.438,10,12,0.833,13,49,16,8,8,13,22,35,83,0.422,4,21,0.19,16,26,0.615,13,49,15,8,6,14,14
MIL,71,2017-03-22,Away,SAC,W,116,98,43,81,0.531,16,35,0.457,14,19,0.737,7,38,28,9,4,10,11,41,84,0.488,10,26,0.385,6,10,0.6,8,37,19,6,6,12,15
MIL,72,2017-03-24,Home,ATL,W,100,97,39,88,0.443,8,27,0.296,14,16,0.875,9,35,27,10,6,8,23,34,83,0.41,8,22,0.364,21,24,0.875,13,49,20,5,3,17,19
MIL,73,2017-03-26,Home,CHI,L,94,109,37,84,0.44,7,23,0.304,13,17,0.765,9,34,20,8,0,9,9,46,85,0.541,10,21,0.476,7,10,0.7,10,49,33,4,2,14,16
MIL,74,2017-03-28,Away,CHO,W,118,108,46,74,0.622,14,30,0.467,12,17,0.706,3,42,31,1,3,14,26,39,80,0.488,7,28,0.25,23,29,0.793,5,31,25,7,1,2,12
MIL,75,2017-03-29,Away,BOS,W,103,100,41,78,0.526,8,22,0.364,13,17,0.765,7,35,27,9,8,14,21,35,88,0.398,12,37,0.324,18,23,0.783,15,42,24,8,3,16,18
MIL,76,2017-03-31,Home,DET,W,108,105,35,84,0.417,14,36,0.389,24,34,0.706,9,48,25,6,3,12,18,44,97,0.454,7,30,0.233,10,16,0.625,13,54,25,8,4,12,27
MIL,77,2017-04-02,Home,DAL,L,105,109,39,77,0.506,12,34,0.353,15,18,0.833,4,33,25,9,3,13,20,38,73,0.521,14,36,0.389,19,20,0.95,4,30,25,7,1,13,18
MIL,78,2017-04-04,Away,OKC,L,79,110,29,81,0.358,3,18,0.167,18,26,0.692,10,38,16,9,5,11,19,40,84,0.476,9,28,0.321,21,25,0.84,11,53,29,9,7,13,20
MIL,79,2017-04-06,Away,IND,L,89,104,33,71,0.465,11,24,0.458,12,14,0.857,6,32,21,8,4,21,22,38,80,0.475,8,25,0.32,20,26,0.769,12,44,20,15,3,16,12
MIL,80,2017-04-08,Away,PHI,W,90,82,35,79,0.443,6,27,0.222,14,20,0.7,6,43,18,10,4,15,21,27,77,0.351,8,31,0.258,20,23,0.87,10,47,23,9,1,17,16
MIL,81,2017-04-10,Home,CHO,W,89,79,35,78,0.449,16,27,0.593,3,5,0.6,8,46,28,4,3,16,14,33,81,0.407,5,18,0.278,8,13,0.615,7,39,21,11,5,9,10
MIL,82,2017-04-12,Away,BOS,L,94,112,37,84,0.44,6,23,0.261,14,17,0.824,9,43,26,6,9,17,20,41,91,0.451,12,37,0.324,18,26,0.692,11,46,31,12,3,8,17
MIN,1,2016-10-26,Away,MEM,L,98,102,36,86,0.419,6,18,0.333,20,29,0.69,15,45,20,6,5,10,23,36,80,0.45,11,24,0.458,19,27,0.704,11,45,19,6,11,13,25
MIN,2,2016-10-29,Away,SAC,L,103,106,37,70,0.529,7,22,0.318,22,31,0.71,7,36,19,6,5,11,25,39,85,0.459,9,26,0.346,19,25,0.76,11,31,24,6,5,13,24
MIN,3,2016-11-01,Home,MEM,W,116,80,43,78,0.551,12,20,0.6,18,23,0.783,10,50,29,10,5,21,22,27,75,0.36,4,24,0.167,22,29,0.759,8,32,10,17,4,20,22
MIN,4,2016-11-03,Home,DEN,L,99,102,35,88,0.398,9,22,0.409,20,25,0.8,14,43,20,8,4,16,22,39,81,0.481,6,22,0.273,18,25,0.72,7,44,24,10,2,20,24
MIN,5,2016-11-05,Away,OKC,L,92,112,33,84,0.393,4,19,0.211,22,29,0.759,17,41,12,7,8,17,19,45,86,0.523,7,16,0.438,15,24,0.625,11,41,24,9,9,12,21
MIN,6,2016-11-08,Away,BRK,L,110,119,39,92,0.424,12,28,0.429,20,28,0.714,15,41,20,11,3,16,21,42,76,0.553,12,33,0.364,23,26,0.885,5,43,20,5,5,20,19
MIN,7,2016-11-09,Away,ORL,W,123,107,45,87,0.517,13,23,0.565,20,26,0.769,10,45,27,8,5,6,23,38,85,0.447,8,24,0.333,23,30,0.767,12,39,20,2,5,9,19
MIN,8,2016-11-12,Home,LAC,L,105,119,40,89,0.449,8,22,0.364,17,21,0.81,15,39,26,11,3,13,31,40,76,0.526,11,24,0.458,28,37,0.757,9,42,25,7,4,14,19
MIN,9,2016-11-13,Home,LAL,W,125,99,42,80,0.525,13,27,0.481,28,42,0.667,9,44,28,10,4,10,19,33,71,0.465,8,24,0.333,25,30,0.833,5,39,16,6,5,17,31
MIN,10,2016-11-15,Home,CHO,L,108,115,38,89,0.427,15,35,0.429,17,21,0.81,14,43,25,4,5,18,19,43,80,0.538,11,24,0.458,18,22,0.818,4,37,25,10,6,13,17
MIN,11,2016-11-17,Home,PHI,W,110,86,43,84,0.512,6,25,0.24,18,20,0.9,14,48,18,7,8,13,19,31,83,0.373,9,32,0.281,15,19,0.789,13,40,15,9,2,15,17
MIN,12,2016-11-19,Away,MEM,L,71,93,25,64,0.391,7,22,0.318,14,22,0.636,5,34,16,5,5,16,25,29,76,0.382,2,18,0.111,33,38,0.868,13,46,15,8,7,9,19
MIN,13,2016-11-21,Home,BOS,L,93,99,36,86,0.419,4,24,0.167,17,25,0.68,16,51,23,5,4,15,19,38,84,0.452,12,38,0.316,11,14,0.786,6,39,20,5,4,11,21
MIN,14,2016-11-23,Away,NOP,L,96,117,33,86,0.384,3,17,0.176,27,33,0.818,8,41,23,12,3,17,19,45,83,0.542,9,24,0.375,18,23,0.783,4,45,27,10,6,17,21
MIN,15,2016-11-25,Away,PHO,W,98,85,34,85,0.4,7,22,0.318,23,25,0.92,11,39,16,15,8,17,27,32,79,0.405,6,26,0.231,15,21,0.714,12,48,17,11,6,25,26
MIN,16,2016-11-26,Away,GSW,L,102,115,41,89,0.461,10,35,0.286,10,12,0.833,8,32,22,8,3,13,15,45,81,0.556,11,22,0.5,14,17,0.824,12,45,25,9,8,18,14
MIN,17,2016-11-28,Home,UTA,L,103,112,36,81,0.444,7,19,0.368,24,25,0.96,10,39,26,8,2,14,23,40,79,0.506,4,18,0.222,28,34,0.824,12,42,19,9,3,12,21
MIN,18,2016-11-30,Home,NYK,L,104,106,34,77,0.442,4,19,0.211,32,39,0.821,11,40,17,9,5,15,17,41,91,0.451,13,32,0.406,11,15,0.733,12,39,24,8,3,13,26
MIN,19,2016-12-02,Away,NYK,L,114,118,41,88,0.466,10,28,0.357,22,24,0.917,13,43,25,6,6,14,25,41,86,0.477,12,31,0.387,24,30,0.8,11,43,26,9,6,15,18
MIN,20,2016-12-03,Away,CHO,W,125,120,48,106,0.453,10,27,0.37,19,22,0.864,14,51,32,10,10,10,19,44,101,0.436,14,36,0.389,18,26,0.692,13,50,30,6,8,14,16
MIN,21,2016-12-06,Home,SAS,L,91,105,36,82,0.439,7,20,0.35,12,18,0.667,11,41,19,4,2,15,20,39,74,0.527,11,24,0.458,16,19,0.842,3,35,21,8,3,11,20
MIN,22,2016-12-08,Away,TOR,L,110,124,45,88,0.511,9,28,0.321,11,15,0.733,16,43,19,3,1,13,26,43,87,0.494,12,27,0.444,26,33,0.788,16,42,25,5,5,8,19
MIN,23,2016-12-09,Home,DET,L,90,117,37,78,0.474,3,16,0.188,13,20,0.65,7,37,19,4,2,12,16,42,84,0.5,14,29,0.483,19,23,0.826,11,42,23,6,1,7,23
MIN,24,2016-12-11,Home,GSW,L,108,116,36,81,0.444,9,24,0.375,27,36,0.75,16,51,17,3,2,14,21,38,83,0.458,13,32,0.406,27,30,0.9,6,37,30,9,4,8,24
MIN,25,2016-12-13,Away,CHI,W,99,94,38,86,0.442,6,21,0.286,17,22,0.773,14,48,24,3,8,14,14,38,87,0.437,4,15,0.267,14,19,0.737,13,42,20,7,6,9,16
MIN,26,2016-12-17,Home,HOU,L,109,111,41,92,0.446,7,21,0.333,20,27,0.741,13,55,29,9,6,21,21,39,96,0.406,17,51,0.333,16,20,0.8,10,47,25,14,4,16,22
MIN,27,2016-12-19,Home,PHO,W,115,108,42,86,0.488,7,19,0.368,24,25,0.96,11,41,26,8,7,19,25,37,82,0.451,9,21,0.429,25,35,0.714,8,34,16,11,5,17,23
MIN,28,2016-12-21,Away,ATL,W,92,84,35,83,0.422,9,29,0.31,13,14,0.929,15,52,21,6,6,17,11,34,82,0.415,7,26,0.269,9,13,0.692,8,35,19,9,8,10,15
MIN,29,2016-12-23,Home,SAC,L,105,109,36,79,0.456,12,32,0.375,21,26,0.808,12,42,18,5,4,12,21,42,80,0.525,15,29,0.517,10,14,0.714,6,34,27,7,3,11,23
MIN,30,2016-12-25,Away,OKC,L,100,112,39,83,0.47,4,12,0.333,18,23,0.783,11,36,19,11,2,12,21,42,82,0.512,8,24,0.333,20,24,0.833,9,42,26,8,4,15,24
MIN,31,2016-12-26,Home,ATL,W,104,90,37,82,0.451,15,31,0.484,15,18,0.833,11,40,26,11,3,14,19,35,83,0.422,8,32,0.25,12,17,0.706,17,46,20,8,7,19,19
MIN,32,2016-12-28,Away,DEN,L,103,105,42,94,0.447,7,25,0.28,12,17,0.706,16,43,29,8,3,8,15,42,81,0.519,10,28,0.357,11,14,0.786,8,38,29,6,4,15,17
MIN,33,2016-12-30,Home,MIL,W,116,99,43,77,0.558,13,25,0.52,17,21,0.81,8,34,30,8,5,11,17,40,74,0.541,8,18,0.444,11,17,0.647,7,29,22,4,4,14,19
MIN,34,2017-01-01,Home,POR,L,89,95,35,87,0.402,7,23,0.304,12,18,0.667,13,47,21,11,5,16,25,36,73,0.493,6,22,0.273,17,28,0.607,4,41,13,10,8,14,19
MIN,35,2017-01-03,Away,PHI,L,91,93,33,82,0.402,7,24,0.292,18,20,0.9,9,47,20,7,6,17,24,33,85,0.388,7,32,0.219,20,25,0.8,12,48,19,10,7,16,21
MIN,36,2017-01-06,Away,WAS,L,105,112,42,88,0.477,7,18,0.389,14,17,0.824,12,38,22,6,2,10,15,46,79,0.582,12,22,0.545,8,9,0.889,5,33,31,3,7,13,18
MIN,37,2017-01-07,Home,UTA,L,92,94,35,80,0.438,7,20,0.35,15,21,0.714,14,48,23,3,3,15,21,32,77,0.416,8,23,0.348,22,28,0.786,10,39,23,12,6,8,19
MIN,38,2017-01-09,Home,DAL,W,101,92,40,71,0.563,6,16,0.375,15,21,0.714,9,42,30,11,4,18,24,36,78,0.462,13,28,0.464,7,9,0.778,5,25,24,3,2,14,21
MIN,39,2017-01-11,Home,HOU,W,119,105,44,81,0.543,8,23,0.348,23,25,0.92,9,49,31,8,9,17,19,36,87,0.414,15,42,0.357,18,22,0.818,7,32,23,7,4,15,23
MIN,40,2017-01-13,Home,OKC,W,96,86,39,86,0.453,5,18,0.278,13,14,0.929,9,42,21,11,6,15,22,33,85,0.388,3,20,0.15,17,21,0.81,16,47,19,10,2,18,21
MIN,41,2017-01-15,Away,DAL,L,87,98,35,80,0.438,5,21,0.238,12,18,0.667,10,44,20,7,1,12,16,36,77,0.468,12,29,0.414,14,19,0.737,6,41,21,8,8,11,18
MIN,42,2017-01-17,Away,SAS,L,114,122,36,73,0.493,6,13,0.462,36,41,0.878,6,39,26,5,6,18,22,43,84,0.512,8,18,0.444,28,35,0.8,6,34,27,9,3,7,29
MIN,43,2017-01-19,Away,LAC,W,104,101,40,84,0.476,5,16,0.313,19,25,0.76,13,43,25,3,2,13,21,42,87,0.483,4,22,0.182,13,24,0.542,14,41,24,9,6,11,21
MIN,44,2017-01-22,Home,DEN,W,111,108,45,85,0.529,6,15,0.4,15,21,0.714,8,36,29,11,8,14,24,42,82,0.512,7,24,0.292,17,21,0.81,12,41,26,6,7,17,19
MIN,45,2017-01-24,Away,PHO,W,112,111,44,84,0.524,6,17,0.353,18,24,0.75,10,42,24,8,4,15,21,38,86,0.442,7,19,0.368,28,32,0.875,13,44,20,7,4,15,23
MIN,46,2017-01-26,Home,IND,L,103,109,36,81,0.444,10,27,0.37,21,27,0.778,6,34,27,13,5,11,20,42,81,0.519,10,18,0.556,15,17,0.882,6,44,21,7,4,18,22
MIN,47,2017-01-28,Home,BRK,W,129,109,47,93,0.505,9,20,0.45,26,32,0.813,13,49,27,8,8,11,21,41,85,0.482,7,21,0.333,20,25,0.8,5,40,20,6,6,14,18
MIN,48,2017-01-30,Home,ORL,W,111,105,40,91,0.44,12,29,0.414,19,26,0.731,9,50,29,3,11,11,20,41,96,0.427,10,35,0.286,13,19,0.684,11,48,22,7,3,11,25
MIN,49,2017-02-01,Away,CLE,L,97,125,41,94,0.436,7,21,0.333,8,10,0.8,12,38,26,7,3,13,19,48,89,0.539,15,37,0.405,14,22,0.636,12,48,37,10,10,10,13
MIN,50,2017-02-03,Away,DET,L,108,116,44,89,0.494,5,17,0.294,15,19,0.789,11,40,25,5,6,13,19,44,98,0.449,11,26,0.423,17,22,0.773,18,49,24,7,4,10,14
MIN,51,2017-02-04,Home,MEM,L,99,107,35,84,0.417,10,26,0.385,19,24,0.792,16,45,22,4,3,12,27,32,77,0.416,10,28,0.357,33,39,0.846,13,42,17,7,3,9,25
MIN,52,2017-02-06,Home,MIA,L,113,115,43,80,0.538,5,11,0.455,22,28,0.786,8,34,25,13,1,10,15,45,86,0.523,15,28,0.536,10,14,0.714,13,38,27,5,5,17,21
MIN,53,2017-02-08,Home,TOR,W,112,109,39,80,0.488,7,19,0.368,27,30,0.9,11,36,22,8,3,8,20,42,79,0.532,11,28,0.393,14,20,0.7,10,36,19,6,3,13,22
MIN,54,2017-02-10,Home,NOP,L,106,122,38,82,0.463,6,27,0.222,24,32,0.75,12,34,22,11,0,13,21,45,75,0.6,12,25,0.48,20,27,0.741,8,43,27,8,3,21,23
MIN,55,2017-02-12,Home,CHI,W,117,89,44,81,0.543,6,24,0.25,23,26,0.885,10,46,27,11,4,14,14,35,84,0.417,10,25,0.4,9,13,0.692,9,35,22,7,2,18,24
MIN,56,2017-02-14,Home,CLE,L,108,116,42,86,0.488,9,23,0.391,15,19,0.789,8,41,27,6,2,9,18,44,86,0.512,13,39,0.333,15,22,0.682,9,43,27,3,4,10,18
MIN,57,2017-02-15,Away,DEN,W,112,99,41,86,0.477,6,18,0.333,24,28,0.857,9,45,20,12,4,7,15,38,94,0.404,11,34,0.324,12,18,0.667,14,49,25,4,5,14,19
MIN,58,2017-02-24,Home,DAL,W,97,84,41,78,0.526,5,13,0.385,10,14,0.714,9,44,24,9,4,16,12,35,83,0.422,8,33,0.242,6,9,0.667,8,35,16,9,5,15,19
MIN,59,2017-02-25,Away,HOU,L,130,142,49,94,0.521,9,26,0.346,23,28,0.821,21,58,28,10,2,23,26,44,94,0.468,22,58,0.379,32,42,0.762,13,32,32,15,6,13,21
MIN,60,2017-02-27,Away,SAC,W,102,88,40,95,0.421,8,23,0.348,14,20,0.7,16,52,25,11,7,10,15,36,82,0.439,6,17,0.353,10,15,0.667,7,42,23,6,4,18,18
MIN,61,2017-03-01,Away,UTA,W,107,80,39,78,0.5,8,16,0.5,21,26,0.808,10,48,23,11,7,10,15,35,90,0.389,4,19,0.211,6,11,0.545,16,46,18,6,5,14,23
MIN,62,2017-03-04,Away,SAS,L,90,97,35,89,0.393,4,16,0.25,16,22,0.727,16,55,24,6,3,14,20,38,94,0.404,6,24,0.25,15,24,0.625,17,49,16,10,8,12,17
MIN,63,2017-03-08,Home,LAC,W,107,91,42,86,0.488,5,20,0.25,18,20,0.9,14,50,26,10,4,12,23,35,83,0.422,9,24,0.375,12,18,0.667,10,36,18,9,3,16,18
MIN,64,2017-03-10,Home,GSW,W,103,102,39,88,0.443,4,14,0.286,21,27,0.778,14,46,21,6,3,11,18,41,88,0.466,7,24,0.292,13,17,0.765,12,43,25,9,5,12,21
MIN,65,2017-03-11,Away,MIL,L,95,102,37,81,0.457,5,13,0.385,16,21,0.762,11,38,21,4,4,12,22,37,80,0.463,8,20,0.4,20,23,0.87,11,40,19,5,6,9,23
MIN,66,2017-03-13,Home,WAS,W,119,104,45,86,0.523,10,21,0.476,19,22,0.864,8,46,27,8,7,15,24,36,84,0.429,7,26,0.269,25,31,0.806,8,38,15,10,2,15,25
MIN,67,2017-03-15,Away,BOS,L,104,117,40,91,0.44,8,27,0.296,16,20,0.8,15,42,26,4,1,8,21,43,79,0.544,13,33,0.394,18,21,0.857,5,37,34,2,5,10,16
MIN,68,2017-03-17,Away,MIA,L,105,123,41,82,0.5,2,12,0.167,21,22,0.955,9,28,14,6,6,11,21,50,85,0.588,8,26,0.308,15,19,0.789,10,40,29,6,9,15,16
MIN,69,2017-03-19,Away,NOP,L,109,123,44,86,0.512,9,25,0.36,12,17,0.706,8,35,30,11,6,15,14,49,90,0.544,14,30,0.467,11,15,0.733,9,43,31,7,2,16,15
MIN,70,2017-03-21,Home,SAS,L,93,100,32,72,0.444,7,15,0.467,22,25,0.88,12,39,20,10,2,23,24,37,77,0.481,8,24,0.333,18,22,0.818,9,33,22,12,5,15,19
MIN,71,2017-03-24,Away,LAL,L,119,130,46,95,0.484,7,21,0.333,20,22,0.909,12,37,32,13,10,13,20,46,88,0.523,14,23,0.609,24,28,0.857,9,42,26,6,2,20,23
MIN,72,2017-03-25,Away,POR,L,100,112,37,76,0.487,2,10,0.2,24,32,0.75,6,27,15,10,3,7,14,45,71,0.634,11,22,0.5,11,17,0.647,4,35,24,5,3,14,20
MIN,73,2017-03-28,Away,IND,W,115,114,37,78,0.474,9,20,0.45,32,37,0.865,11,35,22,10,9,14,22,40,81,0.494,5,18,0.278,29,35,0.829,11,37,25,8,5,14,22
MIN,74,2017-03-30,Home,LAL,W,119,104,43,89,0.483,10,21,0.476,23,30,0.767,14,40,30,9,5,10,20,40,84,0.476,9,27,0.333,15,16,0.938,14,42,20,4,5,16,22
MIN,75,2017-04-01,Home,SAC,L,117,123,39,87,0.448,9,27,0.333,30,38,0.789,10,41,27,8,4,10,23,44,78,0.564,11,19,0.579,24,33,0.727,7,40,27,5,4,17,27
MIN,76,2017-04-03,Home,POR,W,110,109,41,84,0.488,4,9,0.444,24,28,0.857,12,44,26,3,5,11,18,38,86,0.442,11,32,0.344,22,25,0.88,11,35,24,7,9,5,18
MIN,77,2017-04-04,Away,GSW,L,107,121,41,96,0.427,4,19,0.211,21,26,0.808,19,50,22,9,3,13,19,44,84,0.524,14,32,0.438,19,24,0.792,8,40,33,9,7,13,19
MIN,78,2017-04-06,Away,POR,L,98,105,38,87,0.437,4,18,0.222,18,20,0.9,9,47,16,7,4,13,20,35,81,0.432,14,33,0.424,21,26,0.808,4,41,19,8,4,12,20
